"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","condition","counterbalancing","order","version","followup","rt","response","task_part","accuracy","stimulus","choices","correct_response","correct","question_order"
"true","false","[]","[]","[]","preload","0","2","0.0-0.0","NLP","C2","o1","NLP_C2","C4","","","","","","","","",""
"","","","","","survey-text","1","136130","0.0-1.0","NLP","C2","o1","NLP_C2","C4","136122","{""participant_name"":""Leif"",""participant_ID"":""017""}","id-question","","","","","",""
"","","","","","survey","2","161103","0.0-2.0","NLP","C2","o1","NLP_C2","C4","24919","{""condition"":""NLP"",""counterbalancing"":""2"",""order"":1}","version","[]","","","","",""
"true","","","","","fullscreen","3","166704","0.0-3.0","NLP","C2","o1","NLP_C2","C4","","","fullscreen","","","","","",""
"","","","","","video-button-response","4","175970","0.0-4.0-0.0-0.0-0.0-0.0","NLP","C2","o1","NLP_C2","C4","null","null","demo","","[""video/shape_inst1_C2.mp4""]","","","",""
"","","","","","video-button-response","5","182740","0.0-4.0-0.0-0.0-0.0-1.0","NLP","C2","o1","NLP_C2","C4","6765","0","demo","","[""video/shape_inst2_C2.mp4""]","","","",""
"","","","","","video-button-response","6","184225","0.0-4.0-0.0-0.0-0.0-2.0","NLP","C2","o1","NLP_C2","C4","null","null","demo","","[""video/trial_correct_C2.mp4""]","","","",""
"","","","","","video-button-response","7","191357","0.0-4.0-0.0-0.0-0.0-3.0","NLP","C2","o1","NLP_C2","C4","7129","0","demo","","[""video/shape_inst3_C2.mp4""]","","","",""
"","","","","","video-button-response","8","192844","0.0-4.0-0.0-0.0-0.0-4.0","NLP","C2","o1","NLP_C2","C4","null","null","demo","","[""video/trial_wrong_C2.mp4""]","","","",""
"","","","","","video-button-response","9","202444","0.0-4.0-0.0-0.0-0.0-5.0","NLP","C2","o1","NLP_C2","C4","null","null","demo","","[""video/shape_inst4_C2.mp4""]","","","",""
"","","","","","video-button-response","10","213517","0.0-4.0-0.0-0.0-0.0-6.0","NLP","C2","o1","NLP_C2","C4","null","null","demo","","[""video/shape_inst5_C2.mp4""]","","","",""
"","","","","","html-button-response","11","220328","0.0-4.0-0.0-0.0-0.0-7.0","NLP","C2","o1","NLP_C2","C4","6809","1","demo","","<p> Do you want to hear the instructions again or are you ready to play the game?</p>","","","",""
"","","","","","html-button-response","12","228300","0.0-4.0-1.0-1.0-0.0-0.0","NLP","C2","o1","NLP_C2","C4","7969","2","day-1","","<img src=""img/char1_C2.png""></img>","[""img/shape/34o.png"",""img/shape/45g.png"",""img/shape/26b.png"",""img/shape/83r.png""]","[0,1,2,3]","true",""
"","","","","","video-button-response","13","229800","0.0-4.0-1.0-1.0-0.0-1.0","NLP","C2","o1","NLP_C2","C4","null","null","day-1","","[""video/trial_correct_C2.mp4""]","","","",""
"","","","","","html-button-response","14","238040","0.0-4.0-1.0-1.0-0.0-0.1","NLP","C2","o1","NLP_C2","C4","8239","2","day-1","","<img src=""img/char1_C2.png""></img>","[""img/shape/35b.png"",""img/shape/64o.png"",""img/shape/23g.png"",""img/shape/16r.png""]","[]","false",""
