"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","condition","counterbalancing","order","version","followup","rt","response","task_part","accuracy","stimulus","choices","correct_response","correct","question_order"
"true","false","[]","[]","[]","preload","0","4","0.0-0.0","NLP","C2","o1","NLP_C2","C3","","","","","","","","",""
"","","","","","survey-text","1","110671","0.0-1.0","NLP","C2","o1","NLP_C2","C3","110641","{""participant_name"":""Roba"",""participant_ID"":""012""}","id-question","","","","","",""
"","","","","","survey","2","145826","0.0-2.0","NLP","C2","o1","NLP_C2","C3","35090","{""condition"":""NLP"",""counterbalancing"":""2"",""order"":1}","version","[]","","","","",""
"true","","","","","fullscreen","3","152387","0.0-3.0","NLP","C2","o1","NLP_C2","C3","","","fullscreen","","","","","",""
"","","","","","video-button-response","4","161662","0.0-4.0-0.0-0.0-0.0-0.0","NLP","C2","o1","NLP_C2","C3","null","null","demo","","[""video/shape_inst1_C2.mp4""]","","","",""
"","","","","","video-button-response","5","167957","0.0-4.0-0.0-0.0-0.0-1.0","NLP","C2","o1","NLP_C2","C3","6292","0","demo","","[""video/shape_inst2_C2.mp4""]","","","",""
"","","","","","video-button-response","6","169447","0.0-4.0-0.0-0.0-0.0-2.0","NLP","C2","o1","NLP_C2","C3","null","null","demo","","[""video/trial_correct_C2.mp4""]","","","",""
"","","","","","video-button-response","7","175808","0.0-4.0-0.0-0.0-0.0-3.0","NLP","C2","o1","NLP_C2","C3","6357","0","demo","","[""video/shape_inst3_C2.mp4""]","","","",""
"","","","","","video-button-response","8","177298","0.0-4.0-0.0-0.0-0.0-4.0","NLP","C2","o1","NLP_C2","C3","null","null","demo","","[""video/trial_wrong_C2.mp4""]","","","",""
"","","","","","video-button-response","9","186878","0.0-4.0-0.0-0.0-0.0-5.0","NLP","C2","o1","NLP_C2","C3","null","null","demo","","[""video/shape_inst4_C2.mp4""]","","","",""
"","","","","","video-button-response","10","197970","0.0-4.0-0.0-0.0-0.0-6.0","NLP","C2","o1","NLP_C2","C3","null","null","demo","","[""video/shape_inst5_C2.mp4""]","","","",""
"","","","","","html-button-response","11","203344","0.0-4.0-0.0-0.0-0.0-7.0","NLP","C2","o1","NLP_C2","C3","5372","1","demo","","<p> Do you want to hear the instructions again or are you ready to play the game?</p>","","","",""
"","","","","","html-button-response","12","220811","0.0-4.0-1.0-1.0-0.0-0.0","NLP","C2","o1","NLP_C2","C3","17462","2","day-1","","<img src=""img/char1_C2.png""></img>","[""img/shape/43r.png"",""img/shape/15g.png"",""img/shape/66b.png"",""img/shape/24o.png""]","[0,1,2,3]","true",""
"","","","","","video-button-response","13","222314","0.0-4.0-1.0-1.0-0.0-1.0","NLP","C2","o1","NLP_C2","C3","null","null","day-1","","[""video/trial_correct_C2.mp4""]","","","",""
"","","","","","html-button-response","14","229314","0.0-4.0-1.0-1.0-0.0-0.1","NLP","C2","o1","NLP_C2","C3","6998","2","day-1","","<img src=""img/char1_C2.png""></img>","[""img/shape/43o.png"",""img/shape/65r.png"",""img/shape/54g.png"",""img/shape/36b.png""]","[0,1,2,3]","true",""
