"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","condition","counterbalancing","order","version","followup","rt","response","task_part","accuracy","stimulus","choices","correct_response","correct","question_order"
"true","false","[]","[]","[]","preload","0","3","0.0-0.0","LP","C1","o2","LP_C1","C4","","","","","","","","",""
"","","","","","survey-text","1","361153","0.0-1.0","LP","C1","o2","LP_C1","C4","361115","{""participant_name"":""Luke"",""participant_ID"":""013""}","id-question","","","","","",""
"","","","","","survey","2","403170","0.0-2.0","LP","C1","o2","LP_C1","C4","41945","{""condition"":""LP"",""counterbalancing"":""1"",""order"":2}","version","[]","","","","",""
"true","","","","","fullscreen","3","417998","0.0-3.0","LP","C1","o2","LP_C1","C4","","","fullscreen","","","","","",""
"","","","","","video-button-response","4","427581","0.0-4.0-0.0-0.0-0.0-0.0","LP","C1","o2","LP_C1","C4","null","null","demo","","[""video/shape_inst1_C1.mp4""]","","","",""
"","","","","","video-button-response","5","434680","0.0-4.0-0.0-0.0-0.0-1.0","LP","C1","o2","LP_C1","C4","7076","0","demo","","[""video/shape_inst2_C1.mp4""]","","","",""
"","","","","","video-button-response","6","436155","0.0-4.0-0.0-0.0-0.0-2.0","LP","C1","o2","LP_C1","C4","null","null","demo","","[""video/trial_correct_C1.mp4""]","","","",""
"","","","","","video-button-response","7","443216","0.0-4.0-0.0-0.0-0.0-3.0","LP","C1","o2","LP_C1","C4","7057","0","demo","","[""video/shape_inst3_C1.mp4""]","","","",""
"","","","","","video-button-response","8","444689","0.0-4.0-0.0-0.0-0.0-4.0","LP","C1","o2","LP_C1","C4","null","null","demo","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","video-button-response","9","454611","0.0-4.0-0.0-0.0-0.0-5.0","LP","C1","o2","LP_C1","C4","null","null","demo","","[""video/shape_inst4_C1.mp4""]","","","",""
"","","","","","video-button-response","10","465916","0.0-4.0-0.0-0.0-0.0-6.0","LP","C1","o2","LP_C1","C4","null","null","demo","","[""video/shape_inst5_C1.mp4""]","","","",""
"","","","","","html-button-response","11","471642","0.0-4.0-0.0-0.0-0.0-7.0","LP","C1","o2","LP_C1","C4","5724","1","demo","","<p> Do you want to hear the instructions again or are you ready to play the game?</p>","","","",""
"","","","","","html-button-response","12","485981","0.0-4.0-1.0-0.0-0.0-0.0","LP","C1","o2","LP_C1","C4","14336","2","day-1","","<img src=""img/char1_C1.png""></img>","[""img/shape/43o.png"",""img/shape/65r.png"",""img/shape/54g.png"",""img/shape/36b.png""]","[]","false",""
"","","","","","video-button-response","13","487484","0.0-4.0-1.0-0.0-0.0-1.0","LP","C1","o2","LP_C1","C4","null","null","day-1","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","html-button-response","14","491340","0.0-4.0-1.0-0.0-0.0-0.1","LP","C1","o2","LP_C1","C4","3853","3","day-1","","<img src=""img/char1_C1.png""></img>","[""img/shape/34o.png"",""img/shape/45g.png"",""img/shape/26b.png"",""img/shape/83r.png""]","[]","false",""
"","","","","","video-button-response","15","492887","0.0-4.0-1.0-0.0-0.0-1.1","LP","C1","o2","LP_C1","C4","null","null","day-1","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","html-button-response","16","496386","0.0-4.0-1.0-0.0-0.0-0.2","LP","C1","o2","LP_C1","C4","3497","0","day-1","","<img src=""img/char1_C1.png""></img>","[""img/shape/35b.png"",""img/shape/64o.png"",""img/shape/23g.png"",""img/shape/16r.png""]","[]","false",""
"","","","","","video-button-response","17","497859","0.0-4.0-1.0-0.0-0.0-1.2","LP","C1","o2","LP_C1","C4","null","null","day-1","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","html-button-response","18","501615","0.0-4.0-1.0-0.0-0.0-0.3","LP","C1","o2","LP_C1","C4","3755","3","day-1","","<img src=""img/char1_C1.png""></img>","[""img/shape/13b.png"",""img/shape/74r.png"",""img/shape/46o.png"",""img/shape/85g.png""]","[]","false",""
"","","","","","video-button-response","19","503085","0.0-4.0-1.0-0.0-0.0-1.3","LP","C1","o2","LP_C1","C4","null","null","day-1","","[""video/trial_wrong_C1.mp4""]","","","",""
