"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","condition","counterbalancing","order","version","followup","rt","response","task_part","accuracy","stimulus","choices","correct_response","correct","question_order"
"true","false","[]","[]","[]","preload","0","5","0.0-0.0","LP","C1","o2","LP_C1","C4","","","","","","","","",""
"","","","","","survey-text","1","6346","0.0-1.0","LP","C1","o2","LP_C1","C4","6319","{""participant_name"":""Miles"",""participant_ID"":""022""}","id-question","","","","","",""
"","","","","","survey","2","58454","0.0-2.0","LP","C1","o2","LP_C1","C4","52047","{""condition"":""LP"",""counterbalancing"":""1"",""order"":2}","version","[]","","","","",""
"true","","","","","fullscreen","3","60535","0.0-3.0","LP","C1","o2","LP_C1","C4","","","fullscreen","","","","","",""
"","","","","","video-button-response","4","70317","0.0-4.0-0.0-0.0-0.0-0.0","LP","C1","o2","LP_C1","C4","null","null","demo","","[""video/shape_inst1_C1.mp4""]","","","",""
"","","","","","video-button-response","5","86480","0.0-4.0-0.0-0.0-0.0-1.0","LP","C1","o2","LP_C1","C4","16148","0","demo","","[""video/shape_inst2_C1.mp4""]","","","",""
"","","","","","video-button-response","6","87956","0.0-4.0-0.0-0.0-0.0-2.0","LP","C1","o2","LP_C1","C4","null","null","demo","","[""video/trial_correct_C1.mp4""]","","","",""
"","","","","","video-button-response","7","95709","0.0-4.0-0.0-0.0-0.0-3.0","LP","C1","o2","LP_C1","C4","7750","0","demo","","[""video/shape_inst3_C1.mp4""]","","","",""
"","","","","","video-button-response","8","97193","0.0-4.0-0.0-0.0-0.0-4.0","LP","C1","o2","LP_C1","C4","null","null","demo","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","video-button-response","9","107114","0.0-4.0-0.0-0.0-0.0-5.0","LP","C1","o2","LP_C1","C4","null","null","demo","","[""video/shape_inst4_C1.mp4""]","","","",""
"","","","","","video-button-response","10","118443","0.0-4.0-0.0-0.0-0.0-6.0","LP","C1","o2","LP_C1","C4","null","null","demo","","[""video/shape_inst5_C1.mp4""]","","","",""
"","","","","","html-button-response","11","123702","0.0-4.0-0.0-0.0-0.0-7.0","LP","C1","o2","LP_C1","C4","5258","1","demo","","<p> Do you want to hear the instructions again or are you ready to play the game?</p>","","","",""
"","","","","","html-button-response","12","131938","0.0-4.0-1.0-0.0-0.0-0.0","LP","C1","o2","LP_C1","C4","8233","1","day-1","","<img src=""img/char1_C1.png""></img>","[""img/shape/35b.png"",""img/shape/64o.png"",""img/shape/23g.png"",""img/shape/16r.png""]","[]","false",""
"","","","","","video-button-response","13","133448","0.0-4.0-1.0-0.0-0.0-1.0","LP","C1","o2","LP_C1","C4","null","null","day-1","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","html-button-response","14","141441","0.0-4.0-1.0-0.0-0.0-0.1","LP","C1","o2","LP_C1","C4","7989","2","day-1","","<img src=""img/char1_C1.png""></img>","[""img/shape/63g.png"",""img/shape/76b.png"",""img/shape/15o.png"",""img/shape/34r.png""]","[]","false",""
"","","","","","video-button-response","15","142920","0.0-4.0-1.0-0.0-0.0-1.1","LP","C1","o2","LP_C1","C4","null","null","day-1","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","html-button-response","16","147217","0.0-4.0-1.0-0.0-0.0-0.2","LP","C1","o2","LP_C1","C4","4296","2","day-1","","<img src=""img/char1_C1.png""></img>","[""img/shape/43r.png"",""img/shape/15g.png"",""img/shape/66b.png"",""img/shape/24o.png""]","[0,1,2,3]","true",""
