"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","condition","counterbalancing","order","version","followup","rt","response","task_part","accuracy","stimulus","choices","correct_response","correct","question_order"
"true","false","[]","[]","[]","preload","0","3","0.0-0.0","LP","C1","o3","LP_C1","C4","","","","","","","","",""
"","","","","","survey-text","1","15391672","0.0-1.0","LP","C1","o3","LP_C1","C4","4532796","{""participant_name"":""Avery"",""participant_ID"":""023""}","id-question","","","","","",""
"","","","","","survey","2","15396428","0.0-2.0","LP","C1","o3","LP_C1","C4","4684","{""condition"":""LP"",""counterbalancing"":""1"",""order"":3}","version","[]","","","","",""
"true","","","","","fullscreen","3","15404401","0.0-3.0","LP","C1","o3","LP_C1","C4","","","fullscreen","","","","","",""
"","","","","","video-button-response","4","15413965","0.0-4.0-0.0-0.0-0.0-0.0","LP","C1","o3","LP_C1","C4","null","null","demo","","[""video/shape_inst1_C1.mp4""]","","","",""
"","","","","","video-button-response","5","15421574","0.0-4.0-0.0-0.0-0.0-1.0","LP","C1","o3","LP_C1","C4","7606","0","demo","","[""video/shape_inst2_C1.mp4""]","","","",""
"","","","","","video-button-response","6","15423052","0.0-4.0-0.0-0.0-0.0-2.0","LP","C1","o3","LP_C1","C4","null","null","demo","","[""video/trial_correct_C1.mp4""]","","","",""
"","","","","","video-button-response","7","15431324","0.0-4.0-0.0-0.0-0.0-3.0","LP","C1","o3","LP_C1","C4","8268","0","demo","","[""video/shape_inst3_C1.mp4""]","","","",""
"","","","","","video-button-response","8","15432802","0.0-4.0-0.0-0.0-0.0-4.0","LP","C1","o3","LP_C1","C4","null","null","demo","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","video-button-response","9","15442723","0.0-4.0-0.0-0.0-0.0-5.0","LP","C1","o3","LP_C1","C4","null","null","demo","","[""video/shape_inst4_C1.mp4""]","","","",""
"","","","","","video-button-response","10","15454029","0.0-4.0-0.0-0.0-0.0-6.0","LP","C1","o3","LP_C1","C4","null","null","demo","","[""video/shape_inst5_C1.mp4""]","","","",""
"","","","","","html-button-response","11","15457147","0.0-4.0-0.0-0.0-0.0-7.0","LP","C1","o3","LP_C1","C4","3116","1","demo","","<p> Do you want to hear the instructions again or are you ready to play the game?</p>","","","",""
"","","","","","html-button-response","12","15463672","0.0-4.0-1.0-0.0-0.0-0.0","LP","C1","o3","LP_C1","C4","6520","2","day-1","","<img src=""img/char1_C1.png""></img>","[""img/shape/14g.png"",""img/shape/33o.png"",""img/shape/56r.png"",""img/shape/75b.png""]","[0,1,2,3]","true",""
"","","","","","video-button-response","13","15465143","0.0-4.0-1.0-0.0-0.0-1.0","LP","C1","o3","LP_C1","C4","null","null","day-1","","[""video/trial_correct_C1.mp4""]","","","",""
"","","","","","html-button-response","14","15468205","0.0-4.0-1.0-0.0-0.0-0.1","LP","C1","o3","LP_C1","C4","3059","2","day-1","","<img src=""img/char1_C1.png""></img>","[""img/shape/13b.png"",""img/shape/74r.png"",""img/shape/46o.png"",""img/shape/85g.png""]","[]","false",""
"","","","","","video-button-response","15","15469687","0.0-4.0-1.0-0.0-0.0-1.1","LP","C1","o3","LP_C1","C4","null","null","day-1","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","html-button-response","16","15473039","0.0-4.0-1.0-0.0-0.0-0.2","LP","C1","o3","LP_C1","C4","3351","3","day-1","","<img src=""img/char1_C1.png""></img>","[""img/shape/43r.png"",""img/shape/15g.png"",""img/shape/66b.png"",""img/shape/24o.png""]","[0,1,2,3]","true",""
"","","","","","video-button-response","17","15474508","0.0-4.0-1.0-0.0-0.0-1.2","LP","C1","o3","LP_C1","C4","null","null","day-1","","[""video/trial_correct_C1.mp4""]","","","",""
"","","","","","html-button-response","18","15478180","0.0-4.0-1.0-0.0-0.0-0.3","LP","C1","o3","LP_C1","C4","3671","1","day-1","","<img src=""img/char1_C1.png""></img>","[""img/shape/34o.png"",""img/shape/45g.png"",""img/shape/26b.png"",""img/shape/83r.png""]","[]","false",""
"","","","","","video-button-response","19","15479650","0.0-4.0-1.0-0.0-0.0-1.3","LP","C1","o3","LP_C1","C4","null","null","day-1","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","html-button-response","20","15483911","0.0-4.0-1.0-0.0-0.0-0.4","LP","C1","o3","LP_C1","C4","4260","2","day-1","","<img src=""img/char1_C1.png""></img>","[""img/shape/25r.png"",""img/shape/73o.png"",""img/shape/86g.png"",""img/shape/44b.png""]","[]","false",""
"","","","","","video-button-response","21","15485389","0.0-4.0-1.0-0.0-0.0-1.4","LP","C1","o3","LP_C1","C4","null","null","day-1","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","html-button-response","22","15490311","0.0-4.0-1.0-0.0-0.0-0.5","LP","C1","o3","LP_C1","C4","4920","0","day-1","","<img src=""img/char1_C1.png""></img>","[""img/shape/35b.png"",""img/shape/64o.png"",""img/shape/23g.png"",""img/shape/16r.png""]","[]","false",""
"","","","","","video-button-response","23","15491808","0.0-4.0-1.0-0.0-0.0-1.5","LP","C1","o3","LP_C1","C4","null","null","day-1","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","html-button-response","24","15499620","0.0-4.0-1.0-0.0-0.0-0.6","LP","C1","o3","LP_C1","C4","7810","2","day-1","","<img src=""img/char1_C1.png""></img>","[""img/shape/63g.png"",""img/shape/76b.png"",""img/shape/15o.png"",""img/shape/34r.png""]","[]","false",""
"","","","","","video-button-response","25","15501110","0.0-4.0-1.0-0.0-0.0-1.6","LP","C1","o3","LP_C1","C4","null","null","day-1","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","html-button-response","26","15507191","0.0-4.0-1.0-0.0-0.0-0.7","LP","C1","o3","LP_C1","C4","6079","3","day-1","","<img src=""img/char1_C1.png""></img>","[""img/shape/43o.png"",""img/shape/65r.png"",""img/shape/54g.png"",""img/shape/36b.png""]","[]","false",""
"","","","","","video-button-response","27","15508662","0.0-4.0-1.0-0.0-0.0-1.7","LP","C1","o3","LP_C1","C4","null","null","day-1","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","video-button-response","28","15521441","0.0-4.0-1.0-2.0","LP","C1","o3","LP_C1","C4","null","null","night1","","[""video/night1_LP_C1.mp4""]","","","",""
"","","","","","html-button-response","29","15524797","0.0-4.0-2.0-0.0-0.0-0.0","LP","C1","o3","LP_C1","C4","3354","2","day-2","","<img src=""img/char1_C1.png""></img>","[""img/shape/44g.png"",""img/shape/33r.png"",""img/shape/65b.png"",""img/shape/16o.png""]","[0,1,2,3]","true",""
"","","","","","video-button-response","30","15526262","0.0-4.0-2.0-0.0-0.0-1.0","LP","C1","o3","LP_C1","C4","null","null","day-2","","[""video/trial_correct_C1.mp4""]","","","",""
"","","","","","html-button-response","31","15531497","0.0-4.0-2.0-0.0-0.0-0.1","LP","C1","o3","LP_C1","C4","5233","1","day-2","","<img src=""img/char1_C1.png""></img>","[""img/shape/25b.png"",""img/shape/14o.png"",""img/shape/36g.png"",""img/shape/53r.png""]","[0,1,2,3]","true",""
"","","","","","video-button-response","32","15532982","0.0-4.0-2.0-0.0-0.0-1.1","LP","C1","o3","LP_C1","C4","null","null","day-2","","[""video/trial_correct_C1.mp4""]","","","",""
"","","","","","html-button-response","33","15538102","0.0-4.0-2.0-0.0-0.0-0.2","LP","C1","o3","LP_C1","C4","5119","0","day-2","","<img src=""img/char1_C1.png""></img>","[""img/shape/35g.png"",""img/shape/16b.png"",""img/shape/73r.png"",""img/shape/54o.png""]","[]","false",""
"","","","","","video-button-response","34","15539574","0.0-4.0-2.0-0.0-0.0-1.2","LP","C1","o3","LP_C1","C4","null","null","day-2","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","html-button-response","35","15542753","0.0-4.0-2.0-0.0-0.0-0.3","LP","C1","o3","LP_C1","C4","3175","2","day-2","","<img src=""img/char1_C1.png""></img>","[""img/shape/75g.png"",""img/shape/63o.png"",""img/shape/86r.png"",""img/shape/54b.png""]","[]","false",""
"","","","","","video-button-response","36","15544224","0.0-4.0-2.0-0.0-0.0-1.3","LP","C1","o3","LP_C1","C4","null","null","day-2","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","html-button-response","37","15545981","0.0-4.0-2.0-0.0-0.0-0.4","LP","C1","o3","LP_C1","C4","1755","3","day-2","","<img src=""img/char1_C1.png""></img>","[""img/shape/64r.png"",""img/shape/13g.png"",""img/shape/56b.png"",""img/shape/45o.png""]","[]","false",""
"","","","","","video-button-response","38","15547446","0.0-4.0-2.0-0.0-0.0-1.4","LP","C1","o3","LP_C1","C4","null","null","day-2","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","html-button-response","39","15551110","0.0-4.0-2.0-0.0-0.0-0.5","LP","C1","o3","LP_C1","C4","3664","2","day-2","","<img src=""img/char1_C1.png""></img>","[""img/shape/53g.png"",""img/shape/46r.png"",""img/shape/85o.png"",""img/shape/74b.png""]","[0,1,2,3]","true",""
"","","","","","video-button-response","40","15552587","0.0-4.0-2.0-0.0-0.0-1.5","LP","C1","o3","LP_C1","C4","null","null","day-2","","[""video/trial_correct_C1.mp4""]","","","",""
"","","","","","html-button-response","41","15556892","0.0-4.0-2.0-0.0-0.0-0.6","LP","C1","o3","LP_C1","C4","4303","2","day-2","","<img src=""img/char1_C1.png""></img>","[""img/shape/15r.png"",""img/shape/34b.png"",""img/shape/66g.png"",""img/shape/23o.png""]","[]","false",""
"","","","","","video-button-response","42","15558406","0.0-4.0-2.0-0.0-0.0-1.6","LP","C1","o3","LP_C1","C4","null","null","day-2","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","html-button-response","43","15561473","0.0-4.0-2.0-0.0-0.0-0.7","LP","C1","o3","LP_C1","C4","3066","0","day-2","","<img src=""img/char1_C1.png""></img>","[""img/shape/55r.png"",""img/shape/26g.png"",""img/shape/43b.png"",""img/shape/74o.png""]","[0,1,2,3]","true",""
"","","","","","video-button-response","44","15562949","0.0-4.0-2.0-0.0-0.0-1.7","LP","C1","o3","LP_C1","C4","null","null","day-2","","[""video/trial_correct_C1.mp4""]","","","",""
"","","","","","video-button-response","45","15577262","0.0-4.0-2.0-2.0","LP","C1","o3","LP_C1","C4","null","null","night2","","[""video/night2_LP_C1.mp4""]","","","",""
"","","","","","html-button-response","46","15582120","0.0-4.0-3.0-0.0-0.0","LP","C1","o3","LP_C1","C4","4856","2","day-3","","<img src=""img/char1_C1.png""></img>","[""img/shape/16g.png"",""img/shape/54r.png"",""img/shape/73b.png"",""img/shape/35o.png""]","[]","false",""
"","","","","","video-button-response","47","15583599","0.0-4.0-3.0-0.0-1.0","LP","C1","o3","LP_C1","C4","null","null","day-3","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","html-button-response","48","15586383","0.0-4.0-3.0-0.0-0.1","LP","C1","o3","LP_C1","C4","2782","1","day-3","","<img src=""img/char1_C1.png""></img>","[""img/shape/85r.png"",""img/shape/46b.png"",""img/shape/53o.png"",""img/shape/24g.png""]","[0,1,2,3]","true",""
"","","","","","video-button-response","49","15587865","0.0-4.0-3.0-0.0-1.1","LP","C1","o3","LP_C1","C4","null","null","day-3","","[""video/trial_correct_C1.mp4""]","","","",""
"","","","","","html-button-response","50","15590176","0.0-4.0-3.0-0.0-0.2","LP","C1","o3","LP_C1","C4","2310","3","day-3","","<img src=""img/char1_C1.png""></img>","[""img/shape/33b.png"",""img/shape/25g.png"",""img/shape/14r.png"",""img/shape/66o.png""]","[0,1,2,3]","true",""
"","","","","","video-button-response","51","15591642","0.0-4.0-3.0-0.0-1.2","LP","C1","o3","LP_C1","C4","null","null","day-3","","[""video/trial_correct_C1.mp4""]","","","",""
"","","","","","html-button-response","52","15593340","0.0-4.0-3.0-0.0-0.3","LP","C1","o3","LP_C1","C4","1696","1","day-3","","<img src=""img/char1_C1.png""></img>","[""img/shape/35r.png"",""img/shape/43g.png"",""img/shape/76o.png"",""img/shape/64b.png""]","[0,1,2,3]","true",""
"","","","","","video-button-response","53","15594820","0.0-4.0-3.0-0.0-1.3","LP","C1","o3","LP_C1","C4","null","null","day-3","","[""video/trial_correct_C1.mp4""]","","","",""
"","","","","","html-button-response","54","15596868","0.0-4.0-3.0-0.0-0.4","LP","C1","o3","LP_C1","C4","2047","2","day-3","","<img src=""img/char1_C1.png""></img>","[""img/shape/75o.png"",""img/shape/23r.png"",""img/shape/34g.png"",""img/shape/86b.png""]","[0,1,2,3]","true",""
"","","","","","video-button-response","55","15598340","0.0-4.0-3.0-0.0-1.4","LP","C1","o3","LP_C1","C4","null","null","day-3","","[""video/trial_correct_C1.mp4""]","","","",""
"","","","","","html-button-response","56","15599529","0.0-4.0-3.0-0.0-0.5","LP","C1","o3","LP_C1","C4","1188","3","day-3","","<img src=""img/char1_C1.png""></img>","[""img/shape/15b.png"",""img/shape/83g.png"",""img/shape/44r.png"",""img/shape/26o.png""]","[0,1,2,3]","true",""
"","","","","","video-button-response","57","15601006","0.0-4.0-3.0-0.0-1.5","LP","C1","o3","LP_C1","C4","null","null","day-3","","[""video/trial_correct_C1.mp4""]","","","",""
"","","","","","html-button-response","58","15602343","0.0-4.0-3.0-0.0-0.6","LP","C1","o3","LP_C1","C4","1336","1","day-3","","<img src=""img/char1_C1.png""></img>","[""img/shape/45r.png"",""img/shape/13o.png"",""img/shape/24b.png"",""img/shape/56g.png""]","[]","false",""
"","","","","","video-button-response","59","15603824","0.0-4.0-3.0-0.0-1.6","LP","C1","o3","LP_C1","C4","null","null","day-3","","[""video/trial_wrong_C1.mp4""]","","","",""
"","","","","","html-button-response","60","15604806","0.0-4.0-3.0-0.0-0.7","LP","C1","o3","LP_C1","C4","980","2","day-3","","<img src=""img/char1_C1.png""></img>","[""img/shape/55b.png"",""img/shape/74g.png"",""img/shape/63r.png"",""img/shape/36o.png""]","[0,1,2,3]","true",""
"","","","","","video-button-response","61","15606277","0.0-4.0-3.0-0.0-1.7","LP","C1","o3","LP_C1","C4","null","null","day-3","","[""video/trial_correct_C1.mp4""]","","","",""
