"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","condition","counterbalancing","order","version","followup","rt","response","task_part","accuracy","stimulus","choices","correct_response","correct","question_order"
"true","false","[]","[]","[]","preload","0","4","0.0-0.0","LP","C2","o3","LP_C2","C3","","","","","","","","",""
"","","","","","survey-text","1","265276","0.0-1.0","LP","C2","o3","LP_C2","C3","265222","{""participant_name"":""Spring"",""participant_ID"":""004""}","id-question","","","","","",""
"","","","","","survey","2","291917","0.0-2.0","LP","C2","o3","LP_C2","C3","26580","{""condition"":""LP"",""counterbalancing"":""2"",""order"":3}","version","[]","","","","",""
"true","","","","","fullscreen","3","295552","0.0-3.0","LP","C2","o3","LP_C2","C3","","","fullscreen","","","","","",""
"","","","","","video-button-response","4","304895","0.0-4.0-0.0-0.0-0.0-0.0","LP","C2","o3","LP_C2","C3","null","null","demo","","[""video/shape_inst1_C2.mp4""]","","","",""
"","","","","","video-button-response","5","311760","0.0-4.0-0.0-0.0-0.0-1.0","LP","C2","o3","LP_C2","C3","6861","0","demo","","[""video/shape_inst2_C2.mp4""]","","","",""
"","","","","","video-button-response","6","313235","0.0-4.0-0.0-0.0-0.0-2.0","LP","C2","o3","LP_C2","C3","null","null","demo","","[""video/trial_correct_C2.mp4""]","","","",""
"","","","","","video-button-response","7","320141","0.0-4.0-0.0-0.0-0.0-3.0","LP","C2","o3","LP_C2","C3","6903","0","demo","","[""video/shape_inst3_C2.mp4""]","","","",""
"","","","","","video-button-response","8","321619","0.0-4.0-0.0-0.0-0.0-4.0","LP","C2","o3","LP_C2","C3","null","null","demo","","[""video/trial_wrong_C2.mp4""]","","","",""
"","","","","","video-button-response","9","331199","0.0-4.0-0.0-0.0-0.0-5.0","LP","C2","o3","LP_C2","C3","null","null","demo","","[""video/shape_inst4_C2.mp4""]","","","",""
"","","","","","video-button-response","10","342271","0.0-4.0-0.0-0.0-0.0-6.0","LP","C2","o3","LP_C2","C3","null","null","demo","","[""video/shape_inst5_C2.mp4""]","","","",""
"","","","","","html-button-response","11","348463","0.0-4.0-0.0-0.0-0.0-7.0","LP","C2","o3","LP_C2","C3","6190","1","demo","","<p> Do you want to hear the instructions again or are you ready to play the game?</p>","","","",""
"","","","","","html-button-response","12","355040","0.0-4.0-1.0-0.0-0.0-0.0","LP","C2","o3","LP_C2","C3","6575","0","day-1","","<img src=""img/char1_C2.png""></img>","[""img/shape/34o.png"",""img/shape/45g.png"",""img/shape/26b.png"",""img/shape/83r.png""]","[]","false",""
"","","","","","video-button-response","13","356552","0.0-4.0-1.0-0.0-0.0-1.0","LP","C2","o3","LP_C2","C3","null","null","day-1","","[""video/trial_wrong_C2.mp4""]","","","",""
